,T0,T1,T2,E_2
T0,-0.88,-0.92,0.02,-0.01
T1,-0.37,-1.88,-0.0,-0.12
T2,0.0,0.73,-2.16,0.31
E_2,-0.0,-0.24,0.0,-2.2
