,T0,T1,T2,C_0
T0,-0.87,-1.33,0.14,-0.0
T1,-0.18,-1.94,0.0,0.0
T2,0.0,0.78,-2.06,-0.56
C_0,-0.62,0.32,-0.32,-1.59
