,T0,T1,T2,E_1
T0,-0.88,-1.02,0.06,-0.0
T1,-0.31,-1.89,-0.0,-0.21
T2,0.01,0.73,-2.16,0.45
E_1,-0.09,-0.0,0.0,-2.51
