,T0,T1,T2,A_0
T0,-0.91,-1.06,0.16,0.34
T1,-0.25,-1.88,-0.0,-0.81
T2,0.0,0.71,-2.07,-0.95
A_0,0.0,-0.84,-0.75,-2.33
