,T0,T1,T2,A_1
T0,-0.87,-1.29,0.14,-0.0
T1,-0.17,-1.91,0.0,-0.47
T2,0.0,0.74,-2.08,-0.71
A_1,-0.36,-0.01,-0.68,-2.19
