,T0,T1,T2,C_2
T0,-0.83,-1.12,0.14,-0.52
T1,-0.24,-1.92,-0.0,0.02
T2,0.0,0.78,-2.06,-0.62
C_2,-0.58,0.0,-0.02,-1.62
