,T0,T1,T2,B_1
T0,-0.86,-1.2,0.12,-0.03
T1,-0.28,-2.01,0.0,0.22
T2,0.0,0.69,-2.12,-0.01
B_1,-0.0,0.0,-0.49,-0.08
