,T0,T1,T2,B_2
T0,-0.82,-0.41,-0.0,-0.28
T1,-0.31,-1.84,0.0,0.26
T2,-0.01,0.43,-2.22,-0.78
B_2,-0.0,0.0,-0.07,-1.72
