,T0,T1,T2,C_1
T0,-0.83,-0.53,-0.01,-0.07
T1,-0.22,-1.85,0.3,0.0
T2,-0.04,0.0,-2.3,0.4
C_1,-1.4,0.43,-0.63,-1.57
