,T0,T1,T2,A_1
T0,-0.84,-0.54,-0.02,-0.01
T1,-0.2,-1.84,0.11,-0.05
T2,-0.03,0.27,-2.25,-0.31
A_1,-0.26,-0.21,-0.44,-2.14
