,T0,T1,T2,C_2
T0,-0.81,-0.83,-0.13,-0.0
T1,-0.01,-1.88,0.02,0.0
T2,0.06,0.28,-2.3,0.0
C_2,-0.83,0.16,0.15,-1.51
