,T0,T1,T2,E_1
T0,-0.9,-0.05,-0.1,0.42
T1,-0.75,-1.72,0.0,-0.17
T2,0.01,0.43,-2.27,-0.94
E_1,-0.0,-0.01,-0.14,-2.61
