,T0,T1,T2,E_0
T0,-0.86,-0.28,-0.01,0.0
T1,-0.42,-1.76,0.0,-0.46
T2,-0.1,0.4,-2.28,0.0
E_0,0.0,-0.01,0.0,-2.53
