,T0,T1,T2,B_1
T0,-0.76,-0.47,0.0,-0.22
T1,-0.33,-2.04,0.32,0.44
T2,0.0,0.0,-2.19,-0.14
B_1,-0.03,0.0,-0.3,-0.02
