,T0,T1,T2,C_0
T0,-0.86,-1.17,0.06,-0.64
T1,0.22,-1.85,0.12,-0.32
T2,-0.23,0.69,-2.08,-0.02
C_0,-0.67,0.16,-0.52,-1.64
