,T0,T1,T2,C_3
T0,-0.91,-1.02,-0.0,-0.07
T1,0.11,-1.91,0.28,0.11
T2,-0.34,0.36,-2.35,0.74
C_3,-0.2,0.2,-1.49,-0.33
