,T0,T1,T2,B_1
T0,-0.92,-0.85,0.11,-0.08
T1,0.0,-1.95,0.07,0.29
T2,-0.37,0.71,-2.07,0.01
B_1,-0.33,0.01,-0.47,-0.14
