,T0,T1,T2,E_1
T0,-0.97,-0.74,0.14,0.24
T1,-0.02,-1.81,-0.0,0.02
T2,-0.49,0.79,-2.08,0.36
E_1,-0.49,-0.46,0.25,-2.43
