,T0,T1,T2,B_2
T0,-0.9,-0.46,0.11,-0.61
T1,-0.15,-1.86,-0.32,0.55
T2,-0.37,0.97,-2.08,-0.23
B_2,-0.08,-0.0,0.0,-1.47
