,T0,T1,T2,A_0
T0,-0.98,0.14,-0.76,0.06
T1,-0.86,-1.72,0.49,0.15
T2,0.23,0.46,-2.11,-0.7
A_0,-0.53,-1.06,0.13,-2.03
