,T0,T1,T2,B_0
T0,-0.95,-0.85,0.04,0.08
T1,0.02,-1.85,-0.02,0.23
T2,-0.21,0.93,-2.03,-1.05
B_0,-0.0,0.36,0.05,-1.7
