,T0,T1,T2,E_2
T0,-1.0,-0.63,0.19,0.33
T1,-0.11,-1.78,-0.03,-0.0
T2,-0.6,0.84,-2.05,-0.0
E_2,0.06,-0.05,0.42,-1.95
