,T0,T1,T2,B_1
T0,-0.75,-0.01,0.02,-0.18
T1,-0.71,-1.91,0.4,0.0
T2,0.0,-0.0,-2.35,0.59
B_1,0.0,0.76,-1.05,-0.04
