,T0,T1,T2,E_0
T0,-0.82,-0.69,0.18,0.65
T1,-0.06,-2.0,-0.0,-0.34
T2,-0.0,0.43,-2.08,-0.0
E_0,0.0,-0.49,-0.26,-2.67
