,T0,T1,T2,C_2
T0,-0.78,-0.85,0.2,-0.0
T1,0.0,-2.03,-0.0,-0.0
T2,0.0,0.38,-2.1,0.19
C_2,-0.82,0.3,0.0,-1.61
