,T0,T1,T2,E_3
T0,-0.83,-0.84,0.19,0.45
T1,-0.01,-2.04,-0.38,0.31
T2,0.0,0.64,-2.08,-0.3
E_3,0.0,-1.06,0.32,-1.89
