,T0,T1,T2,A_1
T0,-0.79,-0.75,0.21,0.0
T1,0.0,-1.97,-0.0,-1.1
T2,0.0,0.44,-2.06,-0.31
A_1,-0.16,-0.1,-0.31,-2.21
