,T0,T1,T2,E_2
T0,-0.79,-0.76,0.2,0.06
T1,-0.0,-1.99,-0.0,-0.54
T2,-0.0,0.44,-2.08,-0.0
E_2,0.0,-0.01,-0.0,-2.15
