,T0,T1,T2,C_1
T0,-0.7,-0.96,0.27,-0.93
T1,-0.12,-2.09,-0.0,0.55
T2,0.0,0.68,-2.21,0.01
C_1,-0.32,0.0,0.0,-1.92
