,T0,T1,T2,A_0
T0,-0.76,-0.99,0.25,0.01
T1,-0.15,-2.0,0.0,-0.15
T2,0.0,0.76,-2.19,-0.73
A_0,0.0,-0.04,-0.64,-2.55
