,T0,T1,T2,B_1
T0,-0.68,-1.31,0.48,-0.26
T1,-0.06,-2.22,-0.0,0.38
T2,-0.0,0.88,-2.0,-0.57
B_1,-0.0,0.01,-0.03,-0.03
