,T0,T1,T2,B_2
T0,-0.76,-1.02,0.18,-0.0
T1,-0.13,-2.01,-0.0,0.0
T2,0.0,0.7,-2.27,0.3
B_2,-0.0,0.39,0.01,-1.64
