,T0,T1,T2,C_2
T0,-0.69,-1.23,0.32,-0.82
T1,-0.0,-2.07,0.0,0.13
T2,0.0,0.71,-2.22,-0.0
C_2,-0.12,0.0,-0.01,-1.73
