,T0,T1,T2,B_2
T0,-0.9,-1.24,0.33,-0.0
T1,-0.01,-1.93,0.01,0.0
T2,0.03,0.56,-2.04,-0.0
B_2,-0.17,0.53,-0.33,-1.57
