,T0,T1,T2,C_3
T0,-0.87,-1.12,0.37,-0.11
T1,-0.05,-1.92,-0.0,0.0
T2,0.0,0.6,-2.04,-0.01
C_3,-0.8,0.38,-0.17,-0.25
