,T0,T1,T2,E_1
T0,-0.92,-1.05,0.28,0.35
T1,-0.05,-1.89,-0.01,-0.59
T2,-0.0,0.64,-2.09,0.53
E_1,0.0,-0.24,0.0,-2.52
