,T0,T1,T2,E_3
T0,-0.92,-1.04,0.26,0.24
T1,-0.08,-1.89,-0.0,-0.2
T2,-0.0,0.59,-2.11,0.52
E_3,0.01,-0.08,0.0,-1.91
