,T0,T1,T2,C_2
T0,-0.86,-1.08,0.39,-0.46
T1,-0.05,-1.92,0.0,0.02
T2,0.0,0.59,-2.04,-0.0
C_2,-0.58,0.44,-0.01,-1.69
