,T0,T1,T2,E_2
T0,-0.9,-1.02,0.12,0.17
T1,-0.05,-1.88,0.0,-0.49
T2,0.15,0.59,-2.15,0.62
E_2,-0.0,-0.1,0.0,-2.16
