,T0,T1,T2,B_1
T0,-0.95,-1.31,0.36,0.13
T1,-0.0,-1.93,0.0,-0.0
T2,0.0,0.6,-2.02,-0.05
B_1,-0.3,0.41,-0.31,-0.03
