,T0,T1,T2,B_0
T0,-0.9,-1.27,0.37,-0.0
T1,-0.0,-1.93,-0.0,-0.0
T2,0.0,0.6,-2.03,-0.07
B_0,-0.3,0.61,-0.21,-1.65
