,T0,T1,T2,A_1
T0,-0.93,-1.04,0.4,0.25
T1,-0.1,-1.9,-0.0,-0.14
T2,-0.0,0.64,-2.0,-0.69
A_1,-0.0,-0.13,-0.82,-2.24
