,T0,T1,T2,C_3
T0,-0.78,-1.28,0.28,-0.14
T1,-0.03,-2.1,-0.01,0.31
T2,0.11,0.44,-2.15,-0.02
C_3,-0.72,-0.0,-0.02,-0.23
