,T0,T1,T2,B_0
T0,-0.86,-1.46,0.35,0.3
T1,0.02,-1.99,0.06,-0.01
T2,0.0,0.44,-2.12,-0.09
B_0,-0.53,0.37,-0.31,-1.57
