,T0,T1,T2,A_0
T0,-0.83,-1.26,0.37,0.02
T1,0.0,-1.95,-0.0,-0.45
T2,-0.0,0.51,-2.11,-0.41
A_0,-0.21,0.01,-0.46,-2.28
