,T0,T1,T2,C_1
T0,-0.8,-1.29,0.27,-0.15
T1,0.0,-1.98,-0.0,0.0
T2,0.1,0.47,-2.16,-0.03
C_1,-0.92,0.01,-0.0,-1.7
