,T0,T1,T2,B_1
T0,-0.83,-1.27,0.44,-0.0
T1,-0.1,-2.11,-0.0,0.32
T2,-0.0,0.56,-1.99,-0.35
B_1,-0.11,-0.0,0.09,-0.01
