,T0,T1,T2,E_2
T0,-0.84,-1.25,0.31,0.26
T1,-0.02,-1.98,-0.0,0.0
T2,-0.0,0.48,-2.17,0.35
E_2,-0.0,-0.57,-0.0,-2.12
