,T0,T1,T2,E_1
T0,-0.88,-1.15,0.36,0.71
T1,-0.1,-1.98,-0.0,0.26
T2,-0.1,0.48,-2.14,0.43
E_1,-0.46,-1.63,0.0,-2.29
