,T0,T1,T2,E_0
T0,-0.93,-0.47,0.24,0.3
T1,0.01,-1.74,-0.01,-0.01
T2,-0.08,0.81,-2.12,0.33
E_0,-0.17,-0.1,0.02,-2.37
