,T0,T1,T2,C_3
T0,-0.88,-0.68,0.05,0.01
T1,0.14,-1.99,-0.07,0.52
T2,0.18,0.81,-2.09,-0.21
C_3,-1.31,-0.21,0.25,-0.18
