,T0,T1,T2,E_1
T0,-0.97,-0.53,0.31,0.77
T1,0.0,-1.76,0.02,0.29
T2,-0.26,0.79,-2.12,0.77
E_1,-0.69,-0.67,-0.26,-2.25
