,T0,T1,T2,B_2
T0,-0.88,-0.49,0.06,-0.04
T1,0.0,-1.84,-0.24,0.67
T2,0.17,0.96,-2.13,-0.45
B_2,-0.14,0.03,0.19,-1.57
