,T0,T1,T2,C_1
T0,-0.86,-0.54,0.16,-0.43
T1,0.11,-1.8,-0.01,0.29
T2,0.09,0.81,-2.11,-0.23
C_1,-0.5,0.01,-0.14,-1.83
