,T0,T1,T2,C_2
T0,-0.87,-0.7,-0.01,0.04
T1,0.18,-1.85,-0.19,0.46
T2,0.23,0.92,-2.14,-0.48
C_2,-0.77,0.13,0.28,-1.54
