,T0,T1,T2,A_1
T0,-0.87,-0.82,0.04,0.12
T1,0.31,-1.76,-0.14,-0.76
T2,0.24,0.85,-2.13,-0.92
A_1,-0.31,-0.03,-0.36,-2.12
