,T0,T1,T2,B_1
T0,-0.84,-0.49,0.22,-0.17
T1,-0.06,-2.02,0.02,0.6
T2,-0.01,0.68,-2.18,0.19
B_1,0.0,0.09,-0.6,-0.06
