,T0,T1,T2,E_3
T0,-0.92,-0.4,0.37,-0.03
T1,-0.02,-1.71,0.0,-0.22
T2,-0.2,0.86,-2.08,-0.0
E_3,-0.13,-0.16,0.72,-1.9
