,T0,T1,T2,A_0
T0,-0.81,-0.65,0.0,-0.0
T1,-0.87,-1.68,-0.0,-0.11
T2,0.0,-0.0,-1.91,-0.32
A_0,-0.16,-0.25,-0.42,-2.39
