,T0,T1,T2,C_3
T0,-0.79,-0.99,-0.0,-0.0
T1,-0.6,-1.73,-0.0,0.0
T2,0.01,-0.0,-1.93,0.0
C_3,-0.6,0.65,0.25,-0.27
