,T0,T1,T2,C_0
T0,-0.78,-0.67,0.0,-0.25
T1,-0.82,-1.66,-0.0,-0.18
T2,0.01,0.0,-1.97,0.26
C_0,-0.27,-0.14,0.0,-1.49
