,T0,T1,T2,A_1
T0,-0.81,-0.71,0.0,-0.0
T1,-0.84,-1.68,-0.0,-0.01
T2,0.0,0.0,-1.9,-0.43
A_1,-0.0,-0.01,-0.61,-2.27
