,T0,T1,T2,B_2
T0,-0.8,-0.81,0.0,-0.02
T1,-0.74,-1.7,-0.0,0.0
T2,0.0,-0.0,-1.93,0.0
B_2,-0.0,0.0,0.0,-1.56
