,T0,T1,T2,E_1
T0,-0.82,-0.62,0.0,0.08
T1,-0.92,-1.65,-0.0,-0.4
T2,0.0,0.0,-1.91,-0.32
E_1,0.0,-0.58,-0.3,-2.47
